Country,Name,Breeder and Vendor,Parentage,Characteristics,Resistance,Susceptibility,Tolerant,PVP/Patent #,Market Class,Source,Direct harvest suitability,Yield,Maturity,Seed weight
Canada,CDC Superjet,University of Saskatchewan,Not disclosed,Yield ~ 2663 lbs/acre,Bacterial blight,Anthracnose races 73 and 105 and white mold,,,Black,,,2663 lbs/acre,110 days,17 g per 100 seeds
Canada,CDC Jet,University of Saskatchewan,Not disclosed,Yield ~ 2200 lbs/acre,,Anthracnose,,,Black,,,2200 lbs/acre,110 days,17 g per 100 seeds
Canada,CDC WM-2,University of Saskatchewan,Minto/3/Minto/Weihing//Minto/OAC Rex/4/CDC WM-1*3 /6/ Minto*2/5/ CDC WM-1/4/ Minto /3/ Minto/Weihing//Minto/OAC Rex,Yield ~1722 lbs/acre,Common bacterial blight,,,PBR '91,Pinto,,,1722 lbs/acre,95 days,36.5 g per 100 seeds
Canada,CDC Whitetrack,University of Saskatchewan,(1190m-13 × OAC 95-4) F₂ / (2558-19 × UDO303684) F₁,Yield ~ lbs/acre,,,,,Navy,,,lbs/acre,,
Canada,CDC Turtle Mountain,University of Saskatchewan,Derived from a three-way cross (CDC Blackstrap × AG11155) // backcross to CDC Blackstrap,Yield ~ lbs/acre,Common bacterial blight SU91 marker,,,Canadian PBR Application No. 22-11050,Black,,,lbs/acre,95 days,22.3 g per 100 seeds
Canada,CDC Sunburst,University of Saskatchewan,Not disclosed,Yield ~ 2,,,,,Yellow,,,2,96 days,40.5 g per 100 seeds
Canada,CDC Sol,University of Saskatchewan,Not disclosed,Yield ~ 2244–2693 lbs/acre,Common bacterial blight,,,,Yellow,,1.9,2244–2693 lbs/acre,102 days,39.9 g per 100 seeds
Canada,CDC Ray,University of Saskatchewan,Mejorado/ 2818B-1-2-F4,,,,,PBR Certificate #5805,Flor de Junio,,,,,
Canada,CDC Floral,University of Saskatchewan,Not disclosed,,,,,Application #21-10590,N/A.,,,,,
Canada,CDC Amarilla,University of Saskatchewan,Not disclosed,,,,,Application #25-12020,N/A.,,,,,
Canada,AAC Alberta North,Agriculture & Agri-Food Canada (AAFC),Not disclosed,,,,,Application #25-12009,,,,,,
Canada,4767CBB-6-2,University of Saskatchewan,Not disclosed,,,,,Application #21-10590,,,,,,
Canada,3850-1,University of Saskatchewan,Not disclosed,,,,,Application #17-9202,,,,,,
Canada,3458-7,University of Saskatchewan,Not disclosed,,,,,Application #14-8322,,,,,,
Canada,Island,Agriculture and Agri-Food Canada (AAFC),X99-011 (64-68-8/L98B359),Yield ~ 3,White mold,Anthracnose (races 73 and 1096),,Registration no. 6228,Pinto,,,3,102 days,38.5 g per 100 seeds
Canada,CDC Marmot,University of Saskatchewan,Not disclosed,Yield ~ 109% of CDC Pintium lbs/acre,,,,,Pinto,,,109% of CDC Pintium lbs/acre,Early,36.7 g per 100 seeds
Canada,CDC Pintium,University of Saskatchewan,Not disclosed,Yield ~ 2,,Anthracnose (races 73 & 105),,,Pinto,,,2,105 days,37 g per 100 seeds
Canada,AC Redbond,Agriculture and Agri-Food Canada (AAFC),Ember/3/2*NW63 // Redkloud / Kentwood,Yield ~ 2,White mold,Common bacterial blight,,,Small Red,,,2,99 days,32.4 g per 100 seeds
Canada,Canadian Wonder,Wildrose Heritage Seed Company,originating in Canada before 1873,,,Bean common mosaic virus,,,Red kidney,,,,,
Canada,Beka,Traditional Canadian heirloom genotype,Not disclosed,,,common fungal and bacterial diseases,,,Golden brown,,,,,
